unique_id,Level 1,Level 2,Level 1.5,alternative_names
257,Technologies,Alteryx software,,"Alteryx, Alteryx program, Alteryx platform, Alteryx tool, Alteryx software solution, Data analytic software by Alteryx, Alteryx data processing software, Alteryx workflow application, Advanced analytics software by Alteryx, Self-service data preparation software"
258,Technologies,AJAX,,"Asynchronous JavaScript and XML, Ajax technology, AJAX framework, Dynamic HTML and JavaScript, Web 2.0 technology, XMLHttpRequest method, Client-side scripting technique, Ajax toolkit/library, Server communication in web development, Interactive web application enhancement"
259,Technologies,Oracle Database,,"Oracle DB, Oracle RDBMS, Oracle Database Management System, Oracle relational database, Oracle DBMS, Oracle data storage system, Database by Oracle Corporation, Oracle database software, Oracle SQL database, Oracle's data management solution"
260,Technologies,Eclipse IDE,,"Eclipse, Eclipse Integrated Development Environment, IDE by Eclipse Foundation, Eclipse software, Eclipse development tool, Eclipse platform, Eclipse programming environment, Eclipse coding editor, Java IDE by Eclipse, Java development tool by Eclipse"
261,Technologies,GraphQL,,"Graph Query Language, Graph QL, GraphQL API, GraphQL Protocol, Query Language for APIs, GraphQL endpoint, GraphQL server, API query language, Graph-based query language, Data retrieval language"
262,Technologies,Hibernate ORM,,"Hibernate, ORM framework by Hibernate, Object-Relational Mapping tool by Hibernate, Hibernate's object-persistence framework, Hibernate ORM library, Hibernate's data access technology, Persistence framework by Hibernate, Hibernate's database mapping tool, ORM solution provided by Hibernate, Entity mapping framework - Hibernate"
263,Technologies,Oracle SQL Developer,,"SQL Developer, Oracle Developer, SQL Dev, Oracle Dev, Oracle SQL Tool, Oracle Database Developer, Oracle SQL IDE, Oracle SQL Workbench, Oracle Query Tool, Database Development Tool by Oracle"
264,Technologies,Microsoft Active Server Pages ASP,,"ASP, Active Server Pages, Microsoft ASP, ASP technology, Microsoft's server-side scripting language, ASP web development framework, Microsoft's dynamic web page technology, Server-side scripting using ASP, Microsoft's web application framework, ASP.NET"
265,Technologies,Bentley MicroStation,,"MicroStation, Bentley software, MicroStation by Bentley, Bentley CAD software, MicroStation program, Bentley's design software, MicroStation application, Bentley's 3D modeling tool, CAD program by Bentley Systems, MicroStation design tool"
266,Technologies,Apache Tomcat,,"Tomcat, Apache Tomcat server, Tomcat web server, Apache's Tomcat, Tomcat application server, Apache's application container, Java servlet container by Apache, Apache's web hosting software, Tomcat HTTP server, Apache's Java-based web application deployment tool"
267,Technologies,Adobe Systems Adobe Acrobat,,"Acrobat, Adobe Acrobat Pro, PDF software by Adobe, Adobe's document management tool, Acrobat Reader, Adobe PDF application, Adobe's PDF editor, Acrobat software by Adobe Systems, Adobe's document viewer, PDF program by Adobe"
268,Technologies,Teradata Database,,"Teradata, Teradata DB, TDB, Teradata RDBMS, Teradata Database Management System, Teradata data warehouse solution, Teradata database software, TD database, Teradata Analytics Platform, Teradata Vantage."
269,Technologies,Facebook,,"Facebook, FB, Mark Zuckerberg's social media platform, Social networking site by Zuckerberg, Zuckerberg's online community, The Facebook platform, FB app, Facebook website, Online social networking service by Zuckerberg, Zuckerberg's digital network"
270,Technologies,Autodesk AutoCAD Civil 3D,,"AutoCAD Civil 3D, Civil 3D, AutoCAD Civil, Autodesk's Civil Design software, AutoCAD's civil engineering tool, Autodesk's 3D modeling software for civil engineering, Autodesk's CAD solution for civil design, Civil design software by Autodesk, AutoCAD's civil modeling application, Autodesk's 3D mapping and infrastructure design tool"
271,Technologies,IBM SPSS Statistics,,"SPSS, SPSS Statistics, IBM SPSS, Statistical Package for the Social Sciences, IBM's statistical software, SPSS analysis tool, IBM's data analysis program, SPSS software suite, IBM's statistical data tool, SPSS analytics platform"
272,Technologies,Adobe Systems Adobe After Effects,,"After Effects, Adobe After Effects, AE, After Effects software, Adobe's motion graphics and visual effects software, Video editing tool by Adobe Systems, Post-production software by Adobe Systems, Animation and compositing software by Adobe Systems, Adobe's video effects program"
273,Technologies,UNIX Shell,,"Shell scripting, Shell commands, Unix shell programming, Command line interface in Unix, Bash scripting, Shell scripting language, Unix command interpreter, Linux shell scripting, Shell scripting in operating systems, Terminal commands"
274,Technologies,Red Hat OpenShift,,"OpenShift, Red Hat's OpenShift, OpenShift platform, Red Hat's container platform, RH OpenShift, Containerization platform by Red Hat, Red Hat's cloud-native application platform, OpenShift by Red Hat, Red Hat's Kubernetes distribution, RHOS (Red Hat OpenShift)"
275,Technologies,LinkedIn,,"LinkedIn, LinkedIn platform, LinkedIn network, LinkedIn website, Professional networking site by LinkedIn, LinkedIn social media, Business-oriented platform by LinkedIn, Career networking site by LinkedIn, Professional connections site by LinkedIn"
276,Technologies,Objective C,,"Objective-C, Objective C, ObjC, Apple's programming language, iOS development language, Mac development language, Apple's object-oriented language, Object-oriented programming for iOS and Mac OS X, Programming in Objective C, Development with Objective-C"
277,Technologies,Trimble SketchUp Pro,,"SketchUp Pro, Trimble SketchUp, SketchUp software, 3D modeling software by Trimble, Trimble's architectural design tool, SketchUp program, Trimble's drafting software, 3D modeling program by Trimble, SketchUp Pro version by Trimble, Trimble's professional design tool"
278,Technologies,Oracle Primavera Enterprise Project Portfolio Management,,"Primavera P6, Oracle Primavera, Primavera Enterprise Project Portfolio Management, Oracle PPM, Primavera EPPM, Oracle project management software, Primavera project portfolio management solution, Oracle's project planning and scheduling tool, Oracle's enterprise project management software, Primavera PPM"
279,Technologies,Django,,"Django web framework, Python web framework, Django software, Django toolkit, Django application development framework, Django programming library, Python's MVC framework, Web development with Django, Django backend framework, Python's web application framework"
280,Technologies,Drupal,,"Drupal CMS, Drupal content management system, Drupal platform, Drupal website builder, Open-source CMS by Drupal, Drupal framework, Drupal site development tool, PHP-based CMS by Drupal, Content management system by Drupal, Website development tool by Drupal"
281,Technologies,Marketo Marketing Automation,,"Marketo, Marketing Automation tool by Marketo, Marketo's marketing automation platform, Marketo software, Automation software for marketing by Marketo, Marketo's automated marketing solution, Marketing automation system by Marketo, Marketo's CRM automation tool, Marketo's digital marketing automation software, Marketing campaign automation tool by Marketo"
282,Technologies,Microsoft Dynamics,,"Dynamics 365, Dynamics CRM, Microsoft CRM, Microsoft Business Solutions, Dynamics software, Dynamics platform, Microsoft's customer relationship management software, CRM system by Microsoft, Enterprise resource planning (ERP) software by Microsoft"
283,Technologies,Epic Systems,,"Epic, Epic EHR, Epic software, Epic electronic health record system, Epic healthcare system, Epic EMR, Electronic medical record system by Epic Systems, Epic's integrated health record software, EHR platform by Epic Systems, Electronic health record solution from Epic"
284,Technologies,Google Docs,,"Google Drive, Google Sheets, GDocs, Docs by Google, Google's document editor, Online document tool by Google, Google's collaborative writing tool, Web-based document software from Google, Google's word processing program, Document collaboration platform by Google"
285,Technologies,Atlassian Bamboo,,"Bamboo, Atlassian's CI/CD tool, Build automation software by Atlassian, Bamboo build server, Continuous integration tool by Atlassian, Atlassian's deployment tool, CI/CD platform from Atlassian, Bamboo software, Automated build and release management system from Atlassian, Atlassian's continuous delivery solution"
286,Technologies,Oracle JavaServer Pages JSP,,"JavaServer Pages, JSP, Oracle JSP, Oracle's JSP technology, Java web development with JSP, JSP framework by Oracle, Oracle's server-side programming language for web applications, JavaServer Pages technology by Oracle, Oracle's dynamic scripting language for web pages"
287,Technologies,IBM WebSphere,,"WebSphere, IBM's WebSphere, IBM's application server, WebSphere software, IBM application deployment platform, WebSphere Application Server, IBM's middleware technology, IBM's enterprise solution framework, WebSphere platform by IBM, IBM's integration software"
288,Technologies,MicroStrategy,,"MicroStrategy BI, MicroStrategy Analytics, MicroStrategy platform, MicroStrategy software, MicroStrategy data analytics, MicroStrategy business intelligence tool, MicroStrategy reporting tool, MSTR software (abbreviation for MicroStrategy), MicroStrategy data visualization solution, MSTR BI"
289,Technologies,Qlik Tech QlikView,,"QlikView, QlikTech, Qlik software, Qlik data analysis tool, Qlik's visualization tool, QV by QlikTech, QlikView program, Qlik's business intelligence platform, Data analytics software by QlikTech, Visualization software by Qlik"
