unique_id	Level 2	alternative_names_clean
389	Red Hat Certified System Administrator (RHCSA)	RHCSA, Red Hat Server Administrator, RHCSA Certified, Red Hat Certified Admin, Red Hat Systems Engineer, Red Hat Linux Administrator, Red Hat System Admin, RHCSA Certification, RHCSA Certified Professional, Red Hat Administrator, Red Hat Linux SysAdmin
390	Red Hat OpenStack Certifications	Red Hat Certified System Administrator in OpenStack, Red Hat OpenStack Administration, RHCE-OpenStack, RHCA-OpenStack, Red Hat Certified Engineer in OpenStack, Red Hat Certified Architect in OpenStack, Red Hat OpenStack, RHCSA-OpenStack
391	Salesforce Certified Technical Architect	SFDC Certified Technical Architect, Salesforce Technical Architect, Salesforce Application Architect, Salesforce Solution Architect, Certified SFDC Technical Architect, Salesforce Systems Architect, Salesforce Architect, Salesforce CTA, Certified Technical Architect (CTA), Salesforce Design Architect
392	Salesforce Application Architect	Salesforce Certified Application Architect, Salesforce Technical Architect, Salesforce Solution Architect, Salesforce App Architect, Salesforce Architect, Salesforce Integration Architect, Certified Sales Cloud Application Architect, Salesforce Platform Architect, SFDC Application Architect
393	Salesforce System Architect	Salesforce Application Architect, Salesforce Technical Architect, Salesforce Solution Architect, SFDC System Architect, Salesforce Integration Architect, Salesforce Architect, Salesforce Platform Architect, Certified System Architect, Salesforce System Admin Architect, Certified Application/System/Technical/Platform/Solution Architect (Salesforce)
394	Scrum Certification	Certified Scrum Product Owner , Advanced Certified Scrum Master, Certified Professional Scrum Trainer, Professional Scrum Developer Certification, Certified Agile Leader, Scrum Product Owner Certification, Certified Scrum Master, Scrum Master Certification, Agile Coach Certification
395	Scrum Alliance – Certified ScrumMaster (CSM)	Agile Scrum Master, CSM Credential, Certified Agile ScrumMaster, ScrumMaster Certification, CSM, Certified Scrum Master, Certified Professional in Agile and Scrum (CPAS), Scrum Alliance CSM, CSM Certification, Scrum Master Accreditation, CSM Training and Certification
396	Scrum Alliance – Certified Scrum Developers (CSD)	CSD-Scrum Alliance, Scrum Alliance Certified Developer, Agile Development Certification - Scrum Alliance, Certified Professional in Scrum Development (CPSD), Scrum Alliance CSD, CSD Certification, Certified Scrum Developer (CSD), CSD - Agile Development Specialist, Certified Developer in Scrum Alliance, Certified Scrum Developers, CSD
397	scrum.org – Professional Scrum Master (PSM)	Agile Scrum Master, Scrum.org PSM, Certified Scrum Master (CSM), Scrum Project Management Certification, Scrum Master Certification, PSM, Professional Scrum Master, Scrum.org Professional Level 1 (PSL-I), Certified Professional in Agile and Scrum (CPAS), PSM Certification
398	Simplilearn – Agile Scrum Master (ASM)	Agile Project Management (ASM), Simplilearn Agile Scrum Master, Agile Scrum Master, Agile Scrum Master Training, ASM Training and Certification, ASM, Scrum Master Certification, ASM Certified Professional, Certified Scrum Master (ASM), ASM Certification, Simplilearn ASM
399	HPE Master ASE - Edge-to-Cloud Architect V1	HPE Data Center Transformation Consultant, HPE Certified Edge-to-Cloud Engineer, HPE Cloud Solutions Architect, HPE ASE - Edge-to-Cloud Architect V1, HPE Edge-to-Cloud Architect, HPE Hybrid IT Architect, HPE Infrastructure Architect, HPE Edge Computing Expert, HPE Master ASE, HPE Cloud Architecture Specialist
400	HPE Master ASE - Hybrid IT Solutions Architect V1	HPE Master ASE - Hybrid Solutions V1, HPE Solutions Architect, HPE Master ASE - Hybrid Architecture Specialist V1, HPE Certified Solutions Architect - Hybrid IT, Hybrid IT Solutions Architect, HPE Expertise in Hybrid IT Solution Design, HPE ASE - Hybrid IT Solutions V1, HPE Certified Hybrid IT Architect, HPE Master ASE, HPE Hybrid IT Architect
401	HPE Master ASE - Infrastructure Automation V1	HPE Certified Infrastructure Automation Engineer, HPE Certified IA Professional, HPE ASE - Infrastructure Automation V1, HP Expert in IA, HPE Infrastructure Automation Specialist, HPE Master ASE - Infrastructure Automation, HPE Infrastructure Automation Expert, HPE Master ASE - IA V1, HPE IA V1 Certified Engineer, HPE Master ASE, HPE Master ASE in Infrastructure Automation
402	HPE Master ASE - Storage Solutions Architect V1	HPE ASE - Storage V1, Certified HPE Storage Architect, HPE Certified ASE - Storage Architect V1, HPE Storage Solutions Engineer, HPE Storage Solutions Specialist, HPE Expert-level Certification in Storage, HPE Master ASE - Storage V1, HPE Master ASE Storage Architect, HPE ASE - Storage Solutions V1, HPE Master ASE, HPE Storage Solutions Architect
403	HPE Master ASE - Servers Solutions Architect V1	HPE Certified Solutions Architect - Servers, HPE ASE - Servers Solutions Architect, HPE Master ASE (Servers), HPE Servers Solutions Architect, HPE Servers Solutions Expert Certification, HPE ASE - Servers Architect V1, Hewlett Packard Enterprise Server Solutions Architect, HPE Master Solution Architect - Servers, HPE Server Architect Certification, HPE Master ASE
404	HPE Master ASE - Networking Solutions Architect V1	HP Master ASE - Network Infrastructure Specialist V1, HPE Networking Solutions Architect, HPE Network Solutions Architect Certification, HPE Certified Expert – Network Infrastructure Design v1, HPE Master ASE - Networking V1, HPE ASE - Network Infrastructure Expert, HPE Certified Solutions Architect - Networking, HPE ASE - Networking Solutions Engineer V1, HPE Master ASE
405	HPE Master ASE - Converged Systems Architect V1	HPE Master ASE - CSA V1, HPE ASE - Converged Systems Architect, HPE Certified Solutions Expert - Converged Infrastructure, HPE CSA V1 Certification, Hewlett Packard Enterprise Converged Systems Architect, HPE Converged Systems Architect, HPE MCSA Certification, HPE Master ASE, HP Master ASE - Converged Systems Architect V1, HPE Master ASE - Converged Architect, HPE Certified Converged Systems Architect
406	HPE Master ASE - Cloud Architect V1	Master ASE - Cloud Architect V1, HPE Certified Cloud Solutions Architect, HPE Accredited Solutions Expert - Cloud Architecture V1, HPE Cloud Architect, HPE ASE - Cloud Solutions Architect V1, HPE Certified Master ASE - Cloud Architects, HPE Master ASE, HPE Certified Cloud Architect, HPE Master ASE - Cloud Architecture, HPE ASE - Cloud Architect V1
407	HPE Master ASE - Software-Defined Storage Architect V1	Software-Defined Storage Architect V1, HPE SDS Solution Architect, HPE Master Accredited Solutions Expert - Software-Defined Storage Architecture, HPE SDS Architect, HPE Master ASE - SDS Architect, HPE Software-Defined Storage Expert, HPE Expert in Software-Defined Storage Architecture V1, HPE Master ASE, HPE SDS Specialist
408	ASE - 3PAR Storage Solutions V1	ASE - 3PAR, 3PAR Storage Solutions, ASE - Storage Solutions V1, HP Accredited Sales Engineer (ASE) - Storage Solutions, HPE ASE, HP Storage Certification, HP 3PAR Certified Professional, HPE Certified Specialist - 3PAR StoreServ Solutions V1, HPE 3PAR Specialist, HPE ASE - Storage Solutions, 3PAR Storage Expert
409	ASE - Converged Systems Solutions V1	ASE - CSS V1, HPE ASE, HPE Converged Systems Specialist, ASE - Converged Systems Solutions, HP Certified Converged Systems Professional, HPE Converged Infrastructure Specialist, HP ExpertOne - Converged Systems, Certified Converged Systems Expert, Converged Systems ASE, HPE ASE CSS V1, HPE ASE - Converged Systems
410	ASE - Data Center Networking Solutions V1	Cisco DCNS V1 Certification, Data Center Networking Solutions, Cisco ASE Networking Solutions, HPE ASE, ASE Networking Solutions, Cisco Data Center Certification, Data Center Network Engineer Certification, Cisco Data Center Networking Professional, Data Center Network Architect Certification, ASE Data Center Networking Specialist, ASE - DCNS V1
411	ASE - Edge-to-Cloud Architect V1	Edge-to-Cloud Solutions Architect, ASE - E2C Design Expert V1, Edge-to-Cloud Systems Engineer, HPE ASE, Edge-to-Cloud Architect, ASE - Edge2Cloud Architect V1, Certified ASE - Edge-to-Cloud Specialist V1, ASE Architect, ASE - E2C Architect V1, ASE Cloud Architect, AWS Certified Edge-to-Cloud Professional
412	ASE - Hybrid IT Solutions Architect V1	Certified Solutions Architecture Professional - Hybrid IT, ASE HITS V1 Certified Architect, Certified Hybrid IT Solutions Architect, ASE Solutions Architect, HPE ASE, Hybrid IT Solutions Architect, ASE V1 Solutions Architect, AWS Certified HITS Solution Architect, ASE - Hybrid IT Architect, ASE V1 - Solutions Architecture Specialist, Hybrid Infrastructure Architect
413	ASE - Infrastructure Automation V1	Infrastructure Automation Engineer, ASE - IA V1 Certification, Amazon Web Services Infrastructure Automation Certification, HPE ASE, ASE Infrastructure V1, Certified Infrastructure Automation Engineer, ASE - Infra V1 Certified, ASE - Infra Auto V1, AWS ASE - Infra Automation V1, ASE Infrastructure Automation Specialist, ASE Automation Certification
414	ASE - Linux Solutions V1	Linux Solutions V1, Accredited System Engineer for Linux, ASE Certification in Linux Solutions, HPE ASE, Advanced Solutions Expert - Linux, ASE - Certified Professional in Linux Solutions, ASE - Linux Solutions, Certified ASE in Linux Solutions, ASE - Linux Specialist V1, ASE Linux V1, ASE - Linux Engineer Certification
415	ASE - Microsoft Solutions V1	Azure Architecture and Implementation Specialist - MS V1, Microsoft Cloud Solutions Associate (MCSA), HPE ASE, MS ASE Cloud Platform and Infrastructure, Microsoft Solutions Specialist, Azure Solutions Engineer - Microsoft V1, Microsoft Solutions Architect, Certified Azure Solutions Expert - MS V1, ASE Solutions Expert, Microsoft ASE Certified Professional, MS ASE V1 Certification
416	ASE - Networking Solutions V1	Cisco Network Solutions Specialist Certification, ASE - Network Solutions, Networking Solutions V1 Certification, ASE Networking, Cisco ASE - Networking Solutions, HPE ASE, Cisco Certified ASE in Networking Solutions V1, Cisco ASE - Network Infrastructure Certification, Advanced Specialization in Networking, Certified Networking Solutions Professional, ASE - Network Solutions Expert
417	ASE - OpenStack Solutions V1	ASE - OpenStack Professional, HPE ASE, ASE - OpenStack V1,  Certified OpenStack Architect, Certified OpenStack Solutions Expert, ASE - OpenStack Engineer, ASE - OpenStack Integration Engineer, ASE - OpenStack Deployment Specialist, OpenStack Solutions Specialist, OpenStack Solutions, OpenStack Certified Engineer
418	ASE - Storage Solutions V1	ASE Storage, HPE ASE, ASE Storage Professional, EMC ASE - Storage Solutions Certification, Advanced Storage Engineer - Solution Design, Data Storage Engineer Certification, Certified Storage Solutions Expert, ASE - Storage Solutions, Storage Specialist Certification, Storage Solutions V1
419	ASE - Servers Solutions V1	ASE - Servers, HPE ASE, Server Solutions Associate, ASE Server Solutions, Certified Servers Specialist, ASE - Server Infrastructure, ASE - Advanced Server Expertise V1, Server Solutions Expert, Servers Solutions Certification, ASE V1, ASE Servers
420	ASE - Software-Defined Storage Architect V1	Software-Defined Storage Architect V1, ASE - Software Defined Storage, SDSA Architect Certification, Certified Software-Defined Storage Architect, HPE ASE, ASE Software-Defined Storage Architect, ASE SDS Architect, ASE - Storage Architecture Specialist V1, Certified Storage Architect - SDS, ASE - SDSA V1, SDS Architect Certification
421	ATP - 3PAR Storage Solutions V1	HP ATP - 3PAR Solutions V1, HPE ATP - 3PAR Storage Solutions Specialist, HP 3PAR Storage Solutions Certified Professional, 3PAR Storage Solutions Specialist, ATP - HPE 3PAR StoreServ Solutions V1, HP/HPE Certified Specialist - 3PAR StoreServ V1, ATP - 3PAR Storage Certification, HPE Accredited Technical Professional – 3PAR StoreServ Solutions, 3PAR Storage Solutions Certification, ATP - 3PAR Storage V1, HPE ATP
422	ATP - Converged Systems Solutions V1	ATP - Converged Solutions, Cisco Data Center Unified Computing Design Specialist, Certified ATP - Converged Systems Professional, Cisco Unified Computing Technology Specialist, ATP - Integrated Solutions V1, Cisco ATP - Converged Infrastructure Specialist, ATP - Converged Systems V1, Cisco ATP - Converged Architecture Expert, Cisco Converged Systems Solution Certification, HPE ATP, ATP - Converged Systems
423	ATP - Data Center Networking Solutions V1	Cisco DCNS V1 Certification, Cisco ATP-DCNS V1 Certification, ATP - DC Networking V1, Cisco Certified ATP-DCNS V1, ATP Data Center Networking Solutions Version 1, Cisco Certified ATP - Data Center Networking Specialist, Cisco ATP - DC Networking Solutions, Cisco Data Center Networking Specialist, ATP Data Center Networking, Data Center Networking Solutions Expert (ATP), HPE ATP
424	ATP - Edge-to-Cloud Architect V1	ATP - E2C Architecture Version 1, ATP - Edge to Cloud Architecture V1, ATP E2C Architect V1.0, Certified ATP Edge-to-Cloud Architect, ATP - E2C Architect V1, Edge-to-Cloud Architect Program, ATP Certification, Edge-to-Cloud Architect Certification, Certified Edge-to-Cloud Architect, HPE ATP, Edge-to-Cloud Architecture Professional Certification
425	ATP - Hybrid IT Solutions Architect V1	Hybrid IT Architecture Professional, ATP - IT Solution Architect V1, Hybrid IT Solutions Expert, ATP Solutions Architect, Certified Hybrid Solutions Architect, ATP - Hybrid Architecture Specialist, ATP Hybrid IT Architect, ATP - Hybrid Solutions Architect, ATP - Hybrid IT Design Consultant, HPE ATP, Certified ATP Solutions Engineer
426	ATP - Infrastructure Automation V1	Infrastructure Automation Architect, Certified Infrastructure Automation Expert, Infrastructure Automation Practitioner, ATP Infrastructure Automation Professional, ATP - IA V1, ATP IA V1 Certification, ATP - IA Certification, ATP Infrastructure Automation, Automated Infrastructure Specialist, ATP Infrastructure Automation Version 1, HPE ATP
427	ATP - Linux Solutions V1	ATP-Linux Deployment Specialist, Linux ATP, Certified ATP - Linux Engineer, Certified Linux Solutions Professional, ATP-Linux Solutions Version 1, Linux Solutions V1 Exam, Linux Solutions Certification, ATP - Linux Expert, HPE ATP, ATP - Linux Specialist, Linux Solution Architect Certification
428	ATP - Microsoft Solutions V1	MS ATP V1, Microsoft Solutions Associate, Microsoft Technology Associate - Solution Expertise V1, Microsoft Certified Solutions Expert, ATP Microsoft Solutions Version 1, MS Certified Solutions Specialist, Microsoft Solutions Professional, HPE ATP, MS ATP – Solutions Version 1, ATP for Microsoft Solutions Certification Level 1, Microsoft Certified ATP Specialist – Solutions V1
429	ATP - Networking Solutions V1	Cisco ATP - Networking Solutions, Cisco Authorized Technology Provider - Networking Solutions, Networking Solutions ATP, Networking Solutions Accreditation, ATP Networking Certification, Cisco Certified Networking Specialist (ATP), ATP - Network Solution Expert, Networking ATP Specialist, HPE ATP, Cisco Networking Solutions Certification, ATP Network Engineer Certification
430	ATP - OpenStack Solutions V1	Certified OpenStack Engineer, OpenStack Deployment Specialist, ATP - OpenStack Implementation Specialist, OpenStack Solutions Architect, ATP - OpenStack Expert, OpenStack Certified Professional, ATP - OpenStack Integration Engineer, ATP - OpenStack Administrator, HPE ATP, Certified OpenStack Consultant, OpenStack Cloud Solutions V1 Certification
431	ATP - Storage Solutions V1	Certified in ATP - Storage Solutions, ATP - Storage, Storage Solution Accreditation - Version 1, Storage Solutions Specialist, Advanced Technology Partner - Storage Solutions V1, Storage Solutions Certification, ATP Storage Solutions, ATP-SS Credential V1, ATP-SS V1 Certificate, ATP V1 Certification, HPE ATP
432	ATP - Servers Solutions V1	Certified Server Solutions Professional, Advanced Technology Partner Servers Certification, ATP - Servers V1, ATP - Server Solutions Version 1, ATP Server Specialist, ATP-SS Version 1, Advanced Technology Partner - Servers Solutions, Servers Solutions Certification, ATP Server Solutions, ATP-SS V1 Certification, HPE ATP
433	HPE Certified Solutions Architect	HP Solution Architecture Specialist, HPE Solutions Architect, Hewlett Packard Enterprise Certified Solutions Architect, HPE Architecture Certification, HPE Certified SA, HPE Solution Architecture Expert, HPE CSA, HP CSA Certification, HP Enterprise Solutions Architect, HPE Certified Architect
434	HPE Certified Solutions Associate	HPE Certified Professional - Solutions Architect (CPSA), HPE Certified Associate, Hewlett Packard Enterprise Certified Solutions Analyst, HPE Solutions Associate, Hewlett Packard Enterprise CSA, HPE Accredited Solutions Expert (ASE), HPE CSA, HPE Solutions Consultant, HPE CSA Certification
435	HPE Certified Technical Associate	HPE Technical Support Associate, HPE Technical Specialist, HPE Certified Technician, HP Certified Service Technician, HP Technical Associate, HPE Certified Associate, HPE Technology Associate, HP Certified Technical Professional, HP Enterprise Certified Technician, Hewlett Packard Enterprise Technical Expert
436	HPE Certified Specialist	HPE Technical Specialist, Hewlett Packard Enterprise Certified Specialist, HP Certified Expert, HPE Specialist, HPE Certified Professional, HPE Expert, HPE Certification, HP Enterprise Certified Specialist, HPE Accredited Specialist, Certified HPE Specialist
437	Advanced Information Security (AIS)	Advanced Security Professional (ASP), AIS Expert, AIS, AIS Certified, Information Security Advanced, Advanced IT Security Certification, AIS Accredited, AIS Practitioner, Advanced InfoSec, Advanced Cybersecurity Specialist
438	Aruba Certified ClearPass Expert (ACCX)	Certified ClearPass Expert, ClearPass Expert, Aruba Certified Expert in ClearPass, Aruba ClearPass Specialist, Aruba ACCX, Aruba Network Expert in ClearPass (ACCX), ACCX-Expert level certification in Aruba's ClearPass Policy Manager solution, ACCX Certification, ACCX
439	Aruba Certified Design Expert (ACDX)	Aruba Certified Design Specialist, Aruba Network Design Professional, Aruba Design Expert, ACDX, ACDX Certification, Aruba Network Architect, Aruba WLAN Design Specialist, Certified Aruba Design Engineer, Aruba Wireless Network Engineer, Aruba Wireless Design Expert
440	Aruba Certified Edge Expert (ACEX)	Aruba Certified Edge Specialist, Aruba Networking Expert (ACEX), ACEX Certification, ACEX, Aruba ACE Expert, HPE ACEX Certification, ACES - Aruba Certified Edge Expert, ACES - Aruba Certified Edge Specialist, Aruba Network Expert (ACEX), Aruba Certified Edge Professional
441	Aruba Certified Mobility Expert (ACMX)	Aruba Wireless Expert, Certified ACMX, ACMX Certification, ACMP+ACMX., Aruba Certified Expert in Mobility, ACMP-ACMX, Aruba Network Mobility Expert, Aruba Certified Mobility Professional, Aruba Mobility Expert, ACMX
442	Aruba Certified ClearPass Professional (ACCP)	Aruba Network Certified ClearPass Professional, Aruba ACCP Exam, AC ClearPass Professional, Aruba Certified ClearPass Expert, Aruba CPP Certification, AC ClearPass Expert, ACCP, ACCP Certification, Aruba Wireless Access Control Professional, Certified ClearPass Specialist, Aruba ClearPass Professional
443	Aruba Certified Design Professional (ACDP)	Aruba Design Professional, Aruba Wireless Network Design Certified, ACDS (Aruba Certified Design Specialist), Aruba WLAN Design Specialist, Aruba Network Design Expert, ACDP, Aruba Certified Designer, ACDX (Aruba Certified Design Expert), HPE6-A71 (Aruba Certified Mobility Professional Exam), ACMP (Aruba Certified Mobility Professional) - Design Track
444	Aruba Certified Edge Professional (ACEP)	Aruba Networking Certification, Aruba Edge Expert, ACE Professional Certification, Aruba Certified Edge Specialist, Aruba ACE Professional, ACEP, ACESP, Aruba Network Engineer Certificate, ACEP Certification, Aruba Edge Technology Certified Professional
445	Aruba Certified Mobility Professional (ACMP)	Aruba Certified Wireless Engineer, Aruba Mobility Professional, ACMP Certified Engineer, ACMP Designation, ACMP Certification, Aruba Network Mobility Certification, Certified Mobility Professional (ACMP), Aruba Certified Mobility Expert, ACMP, Aruba Wireless Professional
446	Certified Broadcast Networking Technologist (CBNT)	Certified Broadcast Network Engineer, Broadcast Network Technician Certification, Certified Broadcasting Specialist, CBNT, CBNT Certified Expert, Broadcast Networking Professional, CBNT Certification, Broadcasting Network Technology Specialist, Certified Broadcast Technologist, CBNT Accreditation, Broadcast Networking Technologist
447	Certified Computer Examiner (CCE)	CCE Forensic Certification, Certified Digital Forensics Examiner, Certified Computer Forensic Examiner, CCE Certification, CCE Exam Credential, Certified Computer Evidence Specialist, Digital Forensics Examiner Certification, CCE, Computer Forensics Examiner Certification, Certified Forensic Computer Examiner, Certified Cyber Crime Examiner
448	Certified Electronics Technician by the ETA (CET)	CET, ETA CET Certification, CET Certificate Holder, Certified CET, Electronics Technician Certification by ETA, ETA Certified Electronics Technician, Electronics Tech Certified by ETA, Certified Electronics Tech, CET Credential, ETA Certified Technician
449	Certified Hardware Asset Management Professional (CHAMP)	CHAMP Certification, Certified Hardware Asset Analyst, CHAMP Designation, Certified HAM Professional, Certified Asset Management Specialist, CHAMP, Accredited Hardware Asset Manager, Hardware Asset Management Expert, Hardware Asset Management Professional, Hardware Asset Management Practitioner
450	Certified Information Systems Auditor (CISA)	CISA, CIS Auditor Accreditation, CISA Accreditation, IS Audit Certified Professional, Certified IS Auditor, CISA Certification Program, CISA Certification, Certified Information Systems Audit Specialist, Information Systems Auditor Certification, Certified IT Auditor
451	Certified Information Security Manager (CISM)	CISM Professional, Certified Security Manager, ISM Certification, CISM Credential, IS Management Certification, Certified Information Security Manager, Certified IS Manager, Information Security Manager Certification, CISM, CISM Certification
452	Certified Information Systems Security Professional (CISSP)	CISSP, Cybersecurity Expert, Information Systems Security Professional, CISSP Certification, Certified InfoSec Professional, CISSP Certification Holder, CISSP Credential, Certified Security Professional, Cybersecurity Specialist, Certified Security Specialist
453	Certified Information Technology Asset Manager (CITAM)	IT Asset Management Certification, CITAM Accreditation, CITAM Credential., ITAM Certification, Certified Asset Manager (IT), ITAM Professional Certification, Certified IT Asset Manager, CITAM Certification, Certified ITAM Specialist, CITAM, Information Technology Asset Manager Certification
454	Certified Internet Webmaster (CIW)	CIW Certification, CIW Web Design Specialist, CIW Certified Professional, Certified Internet Specialist (CIW), CIW Master Designer, Internet Webmaster Certification, CIW Website Manager, Webmaster Certification, CIW, Certified Web Developer, CIW Advanced HTML5 & CSS3 Specialist
455	Certified Software Asset Manager (CSAM)	CSAM Certified Professional, Certified Software Asset Management Expert, CSAM Qualified Professional, Certified SAM, Software Asset Manager Certification, CSAM, Certified SAM Analyst, CSAM Practitioner, Software Asset Management Certification, Certified SAM Specialist, CSAM Accreditation
456	Certified Software Developer Program (CSDP)	Certified Software Developer, Certified Developer Program, Software Development Certification, CSD Professional, CSDP, Certified Programmer, CSDP Accreditation, Software Developer Certification, CSD Program, Certified Application Developer., Certified Software Engineer Program (CSEP)
457	Certified Software Tester (CSTE)	CSTE, Certified Software Testing Professional, CSTE Exam Passer, Certified Tester (CSTE), Certified Quality Assurance Specialist (CQAS), CSTE Testing Expert, CSTE Accreditation, CSTE Software Tester, Software Quality Control Certification, Software Testing Certification, CSTE Certification
458	Help Desk Institute (HDI)	HDI Technical Support Professional, HDI Certification, Helpdesk Institute Certification, HDI Desktop Support Technician, HDI Customer Service Representative, HDI Certified Support Center Analyst, HDI Support Center Analyst, HDI ITIL Foundation Certified, HDI, HDI Service Desk Manager, Help Desk Institute Certification
459	Internet and Computing Core Certification (IC3)	IC three Certification, IC3, IC3 Certification, IC3 Computing Core Certification, Internet and Computing Core Cert, IC³ Certification, IC-3 Certification, ICCC Certification, IC^3 Certification, Internet & Computing Core Certified
460	Certified Data Privacy Solutions Engineer (CDPSE)	CDPSE Certification, Certified Solutions Engineer (CDPSE), Data Protection Engineer, Data Privacy Specialist, Privacy Solutions Engineer, CDPSE Accreditation, Certified Data Privacy Professional, CDPSE, Certified Privacy Engineer, Data Privacy Solutions Engineer
461	ITIL 4 Foundation Level Certification	Certified in ITIL 4 Foundation, ITIL v4 Foundation, ITIL Version 4 Foundation Exam, ITIL Framework Foundations Certification, IT Infrastructure Library Foundation Level Certificate, IT Service Management Foundation Certification, ITIL 4 Foundation, ITSM Foundation Certificate in ITIL 4, ITIL Certification Level 1, ITIL Basic Certification
462	"Certified Cloud Security Professional (CCSP)
"	Certified Cloud Security Practitioner, Certified Cloud Security Specialist, Certified Cloud Security Expert, Cloud Security Specialist, CCSP Training, CCSP Certification, CCSP Exam, CCSP, Cloud Security Professional Certification, Cloud Security Professional
463	Certified Data Professional (CDP)	Certified Data Specialist, Certified Data Scientist, Data Governance Certification, Certified Data Analyst, CDP, Certified Database Administrator, Data Management Certification, Data Professional Certification, Certified Data Professional, CDP Credential
464	Certified Ethical Hacker (CEH)	CEH Certification, Ethical Hacking Expert, CEH, EC-Council CEH, CEH Professional, Certified Hacker, CEH Accreditation, Ethical Hacking Certification, Certified White Hat Hacker, Ethical Hacker Certified
465	Certified in Risk and Information Systems Control (CRISC)	CRISC Exam Qualified, Risk and Information Systems Control Certification, Risk and Control Professional (RCP), Certified in Risk Management of Information Systems, CRISC, CRISC Certified, ISACA CRISC Certification, CRISC Accredited, Information Systems Risk Control Specialist, CRISC Practitioner
466	VMware Certified Professional – Data Center Virtualization 2022 (VCP-DCV 2022)	VCP-DCV 22 Certification, VCP-DCV 2022, VCP-DCV Certification 2022, VMware Certified Data Center Virtualization Specialist, VMware DCV Professional Certification, VMware DCV Virtualization Engineer, VMware DCV Certified Professional, VMware Data Center Virtualization Expert, VCP Data Center Virtualization 2022, VMware Certified Professional - DCV 2022
